season,week,team,is_bye,opponent,home_away,outcome,games_played,wins,losses,ties,record,win_pct,point_diff,final_wins,final_losses,final_ties,made_playoffs,sb_champion
2019,12,MIA,FALSE,CLE,away,L,11,2,9,0,2-9,0.18181818181818182,-183,5,11,0,FALSE,FALSE
2019,13,MIA,FALSE,PHI,home,W,12,3,9,0,3-9,0.25,-177,5,11,0,FALSE,FALSE
2019,14,MIA,FALSE,NYJ,away,L,13,3,10,0,3-10,0.23076923076923078,-178,5,11,0,FALSE,FALSE
2019,15,MIA,FALSE,NYG,away,L,14,3,11,0,3-11,0.21428571428571427,-194,5,11,0,FALSE,FALSE
2019,16,MIA,FALSE,CIN,home,W,15,4,11,0,4-11,0.26666666666666666,-191,5,11,0,FALSE,FALSE
2019,17,MIA,FALSE,NE,away,W,16,5,11,0,5-11,0.3125,-188,5,11,0,FALSE,FALSE
2019,1,MIN,FALSE,ATL,home,W,1,1,0,0,1-0,1,16,10,6,0,TRUE,FALSE
2019,2,MIN,FALSE,GB,away,L,2,1,1,0,1-1,0.5,11,10,6,0,TRUE,FALSE
2019,3,MIN,FALSE,OAK,home,W,3,2,1,0,2-1,0.6666666666666666,31,10,6,0,TRUE,FALSE
2019,4,MIN,FALSE,CHI,away,L,4,2,2,0,2-2,0.5,21,10,6,0,TRUE,FALSE
2019,5,MIN,FALSE,NYG,away,W,5,3,2,0,3-2,0.6,39,10,6,0,TRUE,FALSE
2019,6,MIN,FALSE,PHI,home,W,6,4,2,0,4-2,0.6666666666666666,57,10,6,0,TRUE,FALSE
2019,7,MIN,FALSE,DET,away,W,7,5,2,0,5-2,0.7142857142857143,69,10,6,0,TRUE,FALSE
2019,8,MIN,FALSE,WAS,home,W,8,6,2,0,6-2,0.75,79,10,6,0,TRUE,FALSE
2019,9,MIN,FALSE,KC,away,L,9,6,3,0,6-3,0.6666666666666666,76,10,6,0,TRUE,FALSE
2019,10,MIN,FALSE,DAL,away,W,10,7,3,0,7-3,0.7,80,10,6,0,TRUE,FALSE
2019,11,MIN,FALSE,DEN,home,W,11,8,3,0,8-3,0.7272727272727273,84,10,6,0,TRUE,FALSE
2019,12,MIN,TRUE,NA,NA,NA,11,8,3,0,8-3,0.7272727272727273,84,10,6,0,TRUE,FALSE
2019,13,MIN,FALSE,SEA,away,L,12,8,4,0,8-4,0.6666666666666666,77,10,6,0,TRUE,FALSE
2019,14,MIN,FALSE,DET,home,W,13,9,4,0,9-4,0.6923076923076923,90,10,6,0,TRUE,FALSE
2019,15,MIN,FALSE,LAC,away,W,14,10,4,0,10-4,0.7142857142857143,119,10,6,0,TRUE,FALSE
2019,16,MIN,FALSE,GB,home,L,15,10,5,0,10-5,0.6666666666666666,106,10,6,0,TRUE,FALSE
2019,17,MIN,FALSE,CHI,home,L,16,10,6,0,10-6,0.625,104,10,6,0,TRUE,FALSE
2019,1,NE,FALSE,PIT,home,W,1,1,0,0,1-0,1,30,12,4,0,TRUE,FALSE
2019,2,NE,FALSE,MIA,away,W,2,2,0,0,2-0,1,73,12,4,0,TRUE,FALSE
2019,3,NE,FALSE,NYJ,home,W,3,3,0,0,3-0,1,89,12,4,0,TRUE,FALSE
2019,4,NE,FALSE,BUF,away,W,4,4,0,0,4-0,1,95,12,4,0,TRUE,FALSE
2019,5,NE,FALSE,WAS,away,W,5,5,0,0,5-0,1,121,12,4,0,TRUE,FALSE
2019,6,NE,FALSE,NYG,home,W,6,6,0,0,6-0,1,142,12,4,0,TRUE,FALSE
2019,7,NE,FALSE,NYJ,away,W,7,7,0,0,7-0,1,175,12,4,0,TRUE,FALSE
2019,8,NE,FALSE,CLE,home,W,8,8,0,0,8-0,1,189,12,4,0,TRUE,FALSE
2019,9,NE,FALSE,BAL,away,L,9,8,1,0,8-1,0.8888888888888888,172,12,4,0,TRUE,FALSE
2019,10,NE,TRUE,NA,NA,NA,9,8,1,0,8-1,0.8888888888888888,172,12,4,0,TRUE,FALSE
2019,11,NE,FALSE,PHI,away,W,10,9,1,0,9-1,0.9,179,12,4,0,TRUE,FALSE
2019,12,NE,FALSE,DAL,home,W,11,10,1,0,10-1,0.9090909090909091,183,12,4,0,TRUE,FALSE
2019,13,NE,FALSE,HOU,away,L,12,10,2,0,10-2,0.8333333333333334,177,12,4,0,TRUE,FALSE
2019,14,NE,FALSE,KC,home,L,13,10,3,0,10-3,0.7692307692307693,170,12,4,0,TRUE,FALSE
2019,15,NE,FALSE,CIN,away,W,14,11,3,0,11-3,0.7857142857142857,191,12,4,0,TRUE,FALSE
2019,16,NE,FALSE,BUF,home,W,15,12,3,0,12-3,0.8,198,12,4,0,TRUE,FALSE
2019,17,NE,FALSE,MIA,home,L,16,12,4,0,12-4,0.75,195,12,4,0,TRUE,FALSE
2019,1,NO,FALSE,HOU,home,W,1,1,0,0,1-0,1,2,13,3,0,TRUE,FALSE
2019,2,NO,FALSE,LA,away,L,2,1,1,0,1-1,0.5,-16,13,3,0,TRUE,FALSE
2019,3,NO,FALSE,SEA,away,W,3,2,1,0,2-1,0.6666666666666666,-10,13,3,0,TRUE,FALSE
2019,4,NO,FALSE,DAL,home,W,4,3,1,0,3-1,0.75,-8,13,3,0,TRUE,FALSE
2019,5,NO,FALSE,TB,home,W,5,4,1,0,4-1,0.8,-1,13,3,0,TRUE,FALSE
2019,6,NO,FALSE,JAX,away,W,6,5,1,0,5-1,0.8333333333333334,6,13,3,0,TRUE,FALSE
2019,7,NO,FALSE,CHI,away,W,7,6,1,0,6-1,0.8571428571428571,17,13,3,0,TRUE,FALSE
2019,8,NO,FALSE,ARI,home,W,8,7,1,0,7-1,0.875,39,13,3,0,TRUE,FALSE
2019,9,NO,TRUE,NA,NA,NA,8,7,1,0,7-1,0.875,39,13,3,0,TRUE,FALSE
2019,10,NO,FALSE,ATL,home,L,9,7,2,0,7-2,0.7777777777777778,22,13,3,0,TRUE,FALSE
2019,11,NO,FALSE,TB,away,W,10,8,2,0,8-2,0.8,39,13,3,0,TRUE,FALSE
2019,12,NO,FALSE,CAR,home,W,11,9,2,0,9-2,0.8181818181818182,42,13,3,0,TRUE,FALSE
2019,13,NO,FALSE,ATL,away,W,12,10,2,0,10-2,0.8333333333333334,50,13,3,0,TRUE,FALSE
2019,14,NO,FALSE,SF,home,L,13,10,3,0,10-3,0.7692307692307693,48,13,3,0,TRUE,FALSE
2019,15,NO,FALSE,IND,home,W,14,11,3,0,11-3,0.7857142857142857,75,13,3,0,TRUE,FALSE
2019,16,NO,FALSE,TEN,away,W,15,12,3,0,12-3,0.8,85,13,3,0,TRUE,FALSE
2019,17,NO,FALSE,CAR,away,W,16,13,3,0,13-3,0.8125,117,13,3,0,TRUE,FALSE
2019,1,NYG,FALSE,DAL,away,L,1,0,1,0,0-1,0,-18,4,12,0,FALSE,FALSE
2019,2,NYG,FALSE,BUF,home,L,2,0,2,0,0-2,0,-32,4,12,0,FALSE,FALSE
2019,3,NYG,FALSE,TB,away,W,3,1,2,0,1-2,0.3333333333333333,-31,4,12,0,FALSE,FALSE
2019,4,NYG,FALSE,WAS,home,W,4,2,2,0,2-2,0.5,-10,4,12,0,FALSE,FALSE
2019,5,NYG,FALSE,MIN,home,L,5,2,3,0,2-3,0.4,-28,4,12,0,FALSE,FALSE
2019,6,NYG,FALSE,NE,away,L,6,2,4,0,2-4,0.3333333333333333,-49,4,12,0,FALSE,FALSE
2019,7,NYG,FALSE,ARI,home,L,7,2,5,0,2-5,0.2857142857142857,-55,4,12,0,FALSE,FALSE
2019,8,NYG,FALSE,DET,away,L,8,2,6,0,2-6,0.25,-60,4,12,0,FALSE,FALSE
2019,9,NYG,FALSE,DAL,home,L,9,2,7,0,2-7,0.2222222222222222,-79,4,12,0,FALSE,FALSE
2019,10,NYG,FALSE,NYJ,away,L,10,2,8,0,2-8,0.2,-86,4,12,0,FALSE,FALSE
2019,11,NYG,TRUE,NA,NA,NA,10,2,8,0,2-8,0.2,-86,4,12,0,FALSE,FALSE
2019,12,NYG,FALSE,CHI,away,L,11,2,9,0,2-9,0.18181818181818182,-91,4,12,0,FALSE,FALSE
2019,13,NYG,FALSE,GB,home,L,12,2,10,0,2-10,0.16666666666666666,-109,4,12,0,FALSE,FALSE
2019,14,NYG,FALSE,PHI,away,L,13,2,11,0,2-11,0.15384615384615385,-115,4,12,0,FALSE,FALSE
2019,15,NYG,FALSE,MIA,home,W,14,3,11,0,3-11,0.21428571428571427,-99,4,12,0,FALSE,FALSE
2019,16,NYG,FALSE,WAS,away,W,15,4,11,0,4-11,0.26666666666666666,-93,4,12,0,FALSE,FALSE
2019,17,NYG,FALSE,PHI,home,L,16,4,12,0,4-12,0.25,-110,4,12,0,FALSE,FALSE
2019,1,NYJ,FALSE,BUF,home,L,1,0,1,0,0-1,0,-1,7,9,0,FALSE,FALSE
2019,2,NYJ,FALSE,CLE,home,L,2,0,2,0,0-2,0,-21,7,9,0,FALSE,FALSE
2019,3,NYJ,FALSE,NE,away,L,3,0,3,0,0-3,0,-37,7,9,0,FALSE,FALSE
2019,4,NYJ,TRUE,NA,NA,NA,3,0,3,0,0-3,0,-37,7,9,0,FALSE,FALSE
2019,5,NYJ,FALSE,PHI,away,L,4,0,4,0,0-4,0,-62,7,9,0,FALSE,FALSE
2019,6,NYJ,FALSE,DAL,home,W,5,1,4,0,1-4,0.2,-60,7,9,0,FALSE,FALSE
2019,7,NYJ,FALSE,NE,home,L,6,1,5,0,1-5,0.16666666666666666,-93,7,9,0,FALSE,FALSE
2019,8,NYJ,FALSE,JAX,away,L,7,1,6,0,1-6,0.14285714285714285,-107,7,9,0,FALSE,FALSE
2019,9,NYJ,FALSE,MIA,away,L,8,1,7,0,1-7,0.125,-115,7,9,0,FALSE,FALSE
2019,10,NYJ,FALSE,NYG,home,W,9,2,7,0,2-7,0.2222222222222222,-108,7,9,0,FALSE,FALSE
2019,11,NYJ,FALSE,WAS,away,W,10,3,7,0,3-7,0.3,-91,7,9,0,FALSE,FALSE
2019,12,NYJ,FALSE,OAK,home,W,11,4,7,0,4-7,0.36363636363636365,-60,7,9,0,FALSE,FALSE
2019,13,NYJ,FALSE,CIN,away,L,12,4,8,0,4-8,0.3333333333333333,-76,7,9,0,FALSE,FALSE
2019,14,NYJ,FALSE,MIA,home,W,13,5,8,0,5-8,0.38461538461538464,-75,7,9,0,FALSE,FALSE
2019,15,NYJ,FALSE,BAL,away,L,14,5,9,0,5-9,0.35714285714285715,-96,7,9,0,FALSE,FALSE
2019,16,NYJ,FALSE,PIT,home,W,15,6,9,0,6-9,0.4,-90,7,9,0,FALSE,FALSE
2019,17,NYJ,FALSE,BUF,away,W,16,7,9,0,7-9,0.4375,-83,7,9,0,FALSE,FALSE
2019,1,OAK,FALSE,DEN,home,W,1,1,0,0,1-0,1,8,7,9,0,FALSE,FALSE
2019,2,OAK,FALSE,KC,home,L,2,1,1,0,1-1,0.5,-10,7,9,0,FALSE,FALSE
2019,3,OAK,FALSE,MIN,away,L,3,1,2,0,1-2,0.3333333333333333,-30,7,9,0,FALSE,FALSE
2019,4,OAK,FALSE,IND,away,W,4,2,2,0,2-2,0.5,-23,7,9,0,FALSE,FALSE
2019,5,OAK,FALSE,CHI,home,W,5,3,2,0,3-2,0.6,-20,7,9,0,FALSE,FALSE
2019,6,OAK,TRUE,NA,NA,NA,5,3,2,0,3-2,0.6,-20,7,9,0,FALSE,FALSE
2019,7,OAK,FALSE,GB,away,L,6,3,3,0,3-3,0.5,-38,7,9,0,FALSE,FALSE
2019,8,OAK,FALSE,HOU,away,L,7,3,4,0,3-4,0.42857142857142855,-41,7,9,0,FALSE,FALSE
2019,9,OAK,FALSE,DET,home,W,8,4,4,0,4-4,0.5,-34,7,9,0,FALSE,FALSE
2019,10,OAK,FALSE,LAC,home,W,9,5,4,0,5-4,0.5555555555555556,-32,7,9,0,FALSE,FALSE
2019,11,OAK,FALSE,CIN,home,W,10,6,4,0,6-4,0.6,-25,7,9,0,FALSE,FALSE
2019,12,OAK,FALSE,NYJ,away,L,11,6,5,0,6-5,0.5454545454545454,-56,7,9,0,FALSE,FALSE
2019,13,OAK,FALSE,KC,away,L,12,6,6,0,6-6,0.5,-87,7,9,0,FALSE,FALSE
2019,14,OAK,FALSE,TEN,home,L,13,6,7,0,6-7,0.46153846153846156,-108,7,9,0,FALSE,FALSE
2019,15,OAK,FALSE,JAX,home,L,14,6,8,0,6-8,0.42857142857142855,-112,7,9,0,FALSE,FALSE
2019,16,OAK,FALSE,LAC,away,W,15,7,8,0,7-8,0.4666666666666667,-105,7,9,0,FALSE,FALSE
2019,17,OAK,FALSE,DEN,away,L,16,7,9,0,7-9,0.4375,-106,7,9,0,FALSE,FALSE
2019,1,PHI,FALSE,WAS,home,W,1,1,0,0,1-0,1,5,9,7,0,TRUE,FALSE
2019,2,PHI,FALSE,ATL,away,L,2,1,1,0,1-1,0.5,1,9,7,0,TRUE,FALSE
2019,3,PHI,FALSE,DET,home,L,3,1,2,0,1-2,0.3333333333333333,-2,9,7,0,TRUE,FALSE
2019,4,PHI,FALSE,GB,away,W,4,2,2,0,2-2,0.5,5,9,7,0,TRUE,FALSE
2019,5,PHI,FALSE,NYJ,home,W,5,3,2,0,3-2,0.6,30,9,7,0,TRUE,FALSE
2019,6,PHI,FALSE,MIN,away,L,6,3,3,0,3-3,0.5,12,9,7,0,TRUE,FALSE
2019,7,PHI,FALSE,DAL,away,L,7,3,4,0,3-4,0.42857142857142855,-15,9,7,0,TRUE,FALSE
2019,8,PHI,FALSE,BUF,away,W,8,4,4,0,4-4,0.5,3,9,7,0,TRUE,FALSE
2019,9,PHI,FALSE,CHI,home,W,9,5,4,0,5-4,0.5555555555555556,11,9,7,0,TRUE,FALSE
2019,10,PHI,TRUE,NA,NA,NA,9,5,4,0,5-4,0.5555555555555556,11,9,7,0,TRUE,FALSE
2019,11,PHI,FALSE,NE,home,L,10,5,5,0,5-5,0.5,4,9,7,0,TRUE,FALSE
2019,12,PHI,FALSE,SEA,home,L,11,5,6,0,5-6,0.45454545454545453,-4,9,7,0,TRUE,FALSE
2019,13,PHI,FALSE,MIA,away,L,12,5,7,0,5-7,0.4166666666666667,-10,9,7,0,TRUE,FALSE
2019,14,PHI,FALSE,NYG,home,W,13,6,7,0,6-7,0.46153846153846156,-4,9,7,0,TRUE,FALSE
2019,15,PHI,FALSE,WAS,away,W,14,7,7,0,7-7,0.5,6,9,7,0,TRUE,FALSE
2019,16,PHI,FALSE,DAL,home,W,15,8,7,0,8-7,0.5333333333333333,14,9,7,0,TRUE,FALSE
2019,17,PHI,FALSE,NYG,away,W,16,9,7,0,9-7,0.5625,31,9,7,0,TRUE,FALSE
2019,1,PIT,FALSE,NE,away,L,1,0,1,0,0-1,0,-30,8,8,0,FALSE,FALSE
2019,2,PIT,FALSE,SEA,home,L,2,0,2,0,0-2,0,-32,8,8,0,FALSE,FALSE
2019,3,PIT,FALSE,SF,away,L,3,0,3,0,0-3,0,-36,8,8,0,FALSE,FALSE
2019,4,PIT,FALSE,CIN,home,W,4,1,3,0,1-3,0.25,-12,8,8,0,FALSE,FALSE
2019,5,PIT,FALSE,BAL,home,L,5,1,4,0,1-4,0.2,-15,8,8,0,FALSE,FALSE
2019,6,PIT,FALSE,LAC,away,W,6,2,4,0,2-4,0.3333333333333333,-8,8,8,0,FALSE,FALSE
2019,7,PIT,TRUE,NA,NA,NA,6,2,4,0,2-4,0.3333333333333333,-8,8,8,0,FALSE,FALSE
2019,8,PIT,FALSE,MIA,home,W,7,3,4,0,3-4,0.42857142857142855,5,8,8,0,FALSE,FALSE
2019,9,PIT,FALSE,IND,home,W,8,4,4,0,4-4,0.5,7,8,8,0,FALSE,FALSE
2019,10,PIT,FALSE,LA,home,W,9,5,4,0,5-4,0.5555555555555556,12,8,8,0,FALSE,FALSE
2019,11,PIT,FALSE,CLE,away,L,10,5,5,0,5-5,0.5,-2,8,8,0,FALSE,FALSE
2019,12,PIT,FALSE,CIN,away,W,11,6,5,0,6-5,0.5454545454545454,4,8,8,0,FALSE,FALSE
2019,13,PIT,FALSE,CLE,home,W,12,7,5,0,7-5,0.5833333333333334,11,8,8,0,FALSE,FALSE
2019,14,PIT,FALSE,ARI,away,W,13,8,5,0,8-5,0.6153846153846154,17,8,8,0,FALSE,FALSE
2019,15,PIT,FALSE,BUF,home,L,14,8,6,0,8-6,0.5714285714285714,10,8,8,0,FALSE,FALSE
2019,16,PIT,FALSE,NYJ,away,L,15,8,7,0,8-7,0.5333333333333333,4,8,8,0,FALSE,FALSE
2019,17,PIT,FALSE,BAL,away,L,16,8,8,0,8-8,0.5,-14,8,8,0,FALSE,FALSE
2019,1,SEA,FALSE,CIN,home,W,1,1,0,0,1-0,1,1,11,5,0,TRUE,FALSE
2019,2,SEA,FALSE,PIT,away,W,2,2,0,0,2-0,1,3,11,5,0,TRUE,FALSE
2019,3,SEA,FALSE,NO,home,L,3,2,1,0,2-1,0.6666666666666666,-3,11,5,0,TRUE,FALSE
2019,4,SEA,FALSE,ARI,away,W,4,3,1,0,3-1,0.75,14,11,5,0,TRUE,FALSE
2019,5,SEA,FALSE,LA,home,W,5,4,1,0,4-1,0.8,15,11,5,0,TRUE,FALSE
2019,6,SEA,FALSE,CLE,away,W,6,5,1,0,5-1,0.8333333333333334,19,11,5,0,TRUE,FALSE
2019,7,SEA,FALSE,BAL,home,L,7,5,2,0,5-2,0.7142857142857143,5,11,5,0,TRUE,FALSE
2019,8,SEA,FALSE,ATL,away,W,8,6,2,0,6-2,0.75,12,11,5,0,TRUE,FALSE
2019,9,SEA,FALSE,TB,home,W,9,7,2,0,7-2,0.7777777777777778,18,11,5,0,TRUE,FALSE
2019,10,SEA,FALSE,SF,away,W,10,8,2,0,8-2,0.8,21,11,5,0,TRUE,FALSE
2019,11,SEA,TRUE,NA,NA,NA,10,8,2,0,8-2,0.8,21,11,5,0,TRUE,FALSE
2019,12,SEA,FALSE,PHI,away,W,11,9,2,0,9-2,0.8181818181818182,29,11,5,0,TRUE,FALSE
2019,13,SEA,FALSE,MIN,home,W,12,10,2,0,10-2,0.8333333333333334,36,11,5,0,TRUE,FALSE
2019,14,SEA,FALSE,LA,away,L,13,10,3,0,10-3,0.7692307692307693,20,11,5,0,TRUE,FALSE
2019,15,SEA,FALSE,CAR,away,W,14,11,3,0,11-3,0.7857142857142857,26,11,5,0,TRUE,FALSE
2019,16,SEA,FALSE,ARI,home,L,15,11,4,0,11-4,0.7333333333333333,12,11,5,0,TRUE,FALSE
2019,17,SEA,FALSE,SF,home,L,16,11,5,0,11-5,0.6875,7,11,5,0,TRUE,FALSE
2019,1,SF,FALSE,TB,away,W,1,1,0,0,1-0,1,14,13,3,0,TRUE,FALSE
2019,2,SF,FALSE,CIN,away,W,2,2,0,0,2-0,1,38,13,3,0,TRUE,FALSE
2019,3,SF,FALSE,PIT,home,W,3,3,0,0,3-0,1,42,13,3,0,TRUE,FALSE
2019,4,SF,TRUE,NA,NA,NA,3,3,0,0,3-0,1,42,13,3,0,TRUE,FALSE
2019,5,SF,FALSE,CLE,home,W,4,4,0,0,4-0,1,70,13,3,0,TRUE,FALSE
2019,6,SF,FALSE,LA,away,W,5,5,0,0,5-0,1,83,13,3,0,TRUE,FALSE
2019,7,SF,FALSE,WAS,away,W,6,6,0,0,6-0,1,92,13,3,0,TRUE,FALSE
2019,8,SF,FALSE,CAR,home,W,7,7,0,0,7-0,1,130,13,3,0,TRUE,FALSE
2019,9,SF,FALSE,ARI,away,W,8,8,0,0,8-0,1,133,13,3,0,TRUE,FALSE
2019,10,SF,FALSE,SEA,home,L,9,8,1,0,8-1,0.8888888888888888,130,13,3,0,TRUE,FALSE
2019,11,SF,FALSE,ARI,home,W,10,9,1,0,9-1,0.9,140,13,3,0,TRUE,FALSE
2019,12,SF,FALSE,GB,home,W,11,10,1,0,10-1,0.9090909090909091,169,13,3,0,TRUE,FALSE
2019,13,SF,FALSE,BAL,away,L,12,10,2,0,10-2,0.8333333333333334,166,13,3,0,TRUE,FALSE
2019,14,SF,FALSE,NO,away,W,13,11,2,0,11-2,0.8461538461538461,168,13,3,0,TRUE,FALSE
2019,15,SF,FALSE,ATL,home,L,14,11,3,0,11-3,0.7857142857142857,161,13,3,0,TRUE,FALSE
2019,16,SF,FALSE,LA,home,W,15,12,3,0,12-3,0.8,164,13,3,0,TRUE,FALSE
2019,17,SF,FALSE,SEA,away,W,16,13,3,0,13-3,0.8125,169,13,3,0,TRUE,FALSE
2019,1,TB,FALSE,SF,home,L,1,0,1,0,0-1,0,-14,7,9,0,FALSE,FALSE
2019,2,TB,FALSE,CAR,away,W,2,1,1,0,1-1,0.5,-8,7,9,0,FALSE,FALSE
2019,3,TB,FALSE,NYG,home,L,3,1,2,0,1-2,0.3333333333333333,-9,7,9,0,FALSE,FALSE
2019,4,TB,FALSE,LA,away,W,4,2,2,0,2-2,0.5,6,7,9,0,FALSE,FALSE
2019,5,TB,FALSE,NO,away,L,5,2,3,0,2-3,0.4,-1,7,9,0,FALSE,FALSE
2019,6,TB,FALSE,CAR,home,L,6,2,4,0,2-4,0.3333333333333333,-12,7,9,0,FALSE,FALSE
2019,7,TB,TRUE,NA,NA,NA,6,2,4,0,2-4,0.3333333333333333,-12,7,9,0,FALSE,FALSE
2019,8,TB,FALSE,TEN,away,L,7,2,5,0,2-5,0.2857142857142857,-16,7,9,0,FALSE,FALSE
2019,9,TB,FALSE,SEA,away,L,8,2,6,0,2-6,0.25,-22,7,9,0,FALSE,FALSE
2019,10,TB,FALSE,ARI,home,W,9,3,6,0,3-6,0.3333333333333333,-19,7,9,0,FALSE,FALSE
2019,11,TB,FALSE,NO,home,L,10,3,7,0,3-7,0.3,-36,7,9,0,FALSE,FALSE
2019,12,TB,FALSE,ATL,away,W,11,4,7,0,4-7,0.36363636363636365,-23,7,9,0,FALSE,FALSE
2019,13,TB,FALSE,JAX,away,W,12,5,7,0,5-7,0.4166666666666667,-6,7,9,0,FALSE,FALSE
2019,14,TB,FALSE,IND,home,W,13,6,7,0,6-7,0.46153846153846156,-3,7,9,0,FALSE,FALSE
2019,15,TB,FALSE,DET,away,W,14,7,7,0,7-7,0.5,18,7,9,0,FALSE,FALSE
2019,16,TB,FALSE,HOU,home,L,15,7,8,0,7-8,0.4666666666666667,15,7,9,0,FALSE,FALSE
2019,17,TB,FALSE,ATL,home,L,16,7,9,0,7-9,0.4375,9,7,9,0,FALSE,FALSE
2019,1,TEN,FALSE,CLE,away,W,1,1,0,0,1-0,1,30,9,7,0,TRUE,FALSE
2019,2,TEN,FALSE,IND,home,L,2,1,1,0,1-1,0.5,28,9,7,0,TRUE,FALSE
2019,3,TEN,FALSE,JAX,away,L,3,1,2,0,1-2,0.3333333333333333,15,9,7,0,TRUE,FALSE
2019,4,TEN,FALSE,ATL,away,W,4,2,2,0,2-2,0.5,29,9,7,0,TRUE,FALSE
2019,5,TEN,FALSE,BUF,home,L,5,2,3,0,2-3,0.4,22,9,7,0,TRUE,FALSE
2019,6,TEN,FALSE,DEN,away,L,6,2,4,0,2-4,0.3333333333333333,6,9,7,0,TRUE,FALSE
2019,7,TEN,FALSE,LAC,home,W,7,3,4,0,3-4,0.42857142857142855,9,9,7,0,TRUE,FALSE
2019,8,TEN,FALSE,TB,home,W,8,4,4,0,4-4,0.5,13,9,7,0,TRUE,FALSE
2019,9,TEN,FALSE,CAR,away,L,9,4,5,0,4-5,0.4444444444444444,3,9,7,0,TRUE,FALSE
2019,10,TEN,FALSE,KC,home,W,10,5,5,0,5-5,0.5,6,9,7,0,TRUE,FALSE
2019,11,TEN,TRUE,NA,NA,NA,10,5,5,0,5-5,0.5,6,9,7,0,TRUE,FALSE
2019,12,TEN,FALSE,JAX,home,W,11,6,5,0,6-5,0.5454545454545454,28,9,7,0,TRUE,FALSE
2019,13,TEN,FALSE,IND,away,W,12,7,5,0,7-5,0.5833333333333334,42,9,7,0,TRUE,FALSE
2019,14,TEN,FALSE,OAK,away,W,13,8,5,0,8-5,0.6153846153846154,63,9,7,0,TRUE,FALSE
2019,15,TEN,FALSE,HOU,home,L,14,8,6,0,8-6,0.5714285714285714,60,9,7,0,TRUE,FALSE
2019,16,TEN,FALSE,NO,home,L,15,8,7,0,8-7,0.5333333333333333,50,9,7,0,TRUE,FALSE
2019,17,TEN,FALSE,HOU,away,W,16,9,7,0,9-7,0.5625,71,9,7,0,TRUE,FALSE
2019,1,WAS,FALSE,PHI,away,L,1,0,1,0,0-1,0,-5,3,13,0,FALSE,FALSE
2019,2,WAS,FALSE,DAL,home,L,2,0,2,0,0-2,0,-15,3,13,0,FALSE,FALSE
2019,3,WAS,FALSE,CHI,home,L,3,0,3,0,0-3,0,-31,3,13,0,FALSE,FALSE
2019,4,WAS,FALSE,NYG,away,L,4,0,4,0,0-4,0,-52,3,13,0,FALSE,FALSE
2019,5,WAS,FALSE,NE,home,L,5,0,5,0,0-5,0,-78,3,13,0,FALSE,FALSE
2019,6,WAS,FALSE,MIA,away,W,6,1,5,0,1-5,0.16666666666666666,-77,3,13,0,FALSE,FALSE
2019,7,WAS,FALSE,SF,home,L,7,1,6,0,1-6,0.14285714285714285,-86,3,13,0,FALSE,FALSE
2019,8,WAS,FALSE,MIN,away,L,8,1,7,0,1-7,0.125,-96,3,13,0,FALSE,FALSE
2019,9,WAS,FALSE,BUF,away,L,9,1,8,0,1-8,0.1111111111111111,-111,3,13,0,FALSE,FALSE
2019,10,WAS,TRUE,NA,NA,NA,9,1,8,0,1-8,0.1111111111111111,-111,3,13,0,FALSE,FALSE
2019,11,WAS,FALSE,NYJ,home,L,10,1,9,0,1-9,0.1,-128,3,13,0,FALSE,FALSE
2019,12,WAS,FALSE,DET,home,W,11,2,9,0,2-9,0.18181818181818182,-125,3,13,0,FALSE,FALSE
2019,13,WAS,FALSE,CAR,away,W,12,3,9,0,3-9,0.25,-117,3,13,0,FALSE,FALSE
2019,14,WAS,FALSE,GB,away,L,13,3,10,0,3-10,0.23076923076923078,-122,3,13,0,FALSE,FALSE
2019,15,WAS,FALSE,PHI,home,L,14,3,11,0,3-11,0.21428571428571427,-132,3,13,0,FALSE,FALSE
2019,16,WAS,FALSE,NYG,home,L,15,3,12,0,3-12,0.2,-138,3,13,0,FALSE,FALSE
2019,17,WAS,FALSE,DAL,away,L,16,3,13,0,3-13,0.1875,-169,3,13,0,FALSE,FALSE
2020,1,ARI,FALSE,SF,away,W,1,1,0,0,1-0,1,4,8,8,0,FALSE,FALSE
2020,2,ARI,FALSE,WAS,home,W,2,2,0,0,2-0,1,19,8,8,0,FALSE,FALSE
2020,3,ARI,FALSE,DET,home,L,3,2,1,0,2-1,0.6666666666666666,16,8,8,0,FALSE,FALSE
2020,4,ARI,FALSE,CAR,away,L,4,2,2,0,2-2,0.5,6,8,8,0,FALSE,FALSE
2020,5,ARI,FALSE,NYJ,away,W,5,3,2,0,3-2,0.6,26,8,8,0,FALSE,FALSE
2020,6,ARI,FALSE,DAL,away,W,6,4,2,0,4-2,0.6666666666666666,54,8,8,0,FALSE,FALSE
2020,7,ARI,FALSE,SEA,home,W,7,5,2,0,5-2,0.7142857142857143,57,8,8,0,FALSE,FALSE
2020,8,ARI,TRUE,NA,NA,NA,7,5,2,0,5-2,0.7142857142857143,57,8,8,0,FALSE,FALSE
2020,9,ARI,FALSE,MIA,home,L,8,5,3,0,5-3,0.625,54,8,8,0,FALSE,FALSE
2020,10,ARI,FALSE,BUF,home,W,9,6,3,0,6-3,0.6666666666666666,56,8,8,0,FALSE,FALSE
2020,11,ARI,FALSE,SEA,away,L,10,6,4,0,6-4,0.6,49,8,8,0,FALSE,FALSE
2020,12,ARI,FALSE,NE,away,L,11,6,5,0,6-5,0.5454545454545454,46,8,8,0,FALSE,FALSE
